
Max Financial Cost: 0.048867

Max Runtime:        3033.948240

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.007387           0.022496

Tempo Melhor:             1387.638203           1406.251539

Custo Normalizado Melhor: 0.442060           0.463348

Custo Normalizado Médio:  0.442067           0.465069

Tempo CPU Médio:          1236.645761 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
4556           1            0.000155745        30.142232965                0.009597593             VM
4549           1            0.000156597        30.307135270                0.009650100             VM
4545           1            0.000156418        30.272524767                0.009639080             VM
4526           1            0.000157456        30.473301598                0.009703009             VM
4530           1            0.000156415        30.271955769                0.009638899             VM
4523           1            0.000157015        30.388116912                0.009675885             VM
4534           1            0.000156467        30.282013095                0.009642101             VM
4554           1            0.000155875        30.167489936                0.009605636             VM
4513           1            0.000155335        30.062869842                0.009572323             VM
4535           1            0.000156460        30.280672972                0.009641674             VM
4533           1            0.000156351        30.259602466                0.009634965             VM
4541           1            0.000156816        30.349441717                0.009663571             VM
4542           1            0.000156521        30.292350801                0.009645393             VM
4536           1            0.000156539        30.295876301                0.009646515             VM
4527           1            0.000156475        30.283446959                0.009642557             VM
4552           1            0.000156402        30.269409456                0.009638088             VM
4514           1            0.000159839        30.934514733                0.009849864             VM
4518           1            0.000157881        30.555615589                0.009729219             VM
4517           1            0.000158229        30.622946837                0.009750658             VM
4547           1            0.000156504        30.289147746                0.009644373             VM
4520           1            0.000157275        30.438448321                0.009691911             VM
4516           1            0.000158043        30.587018963                0.009739218             VM
4555           1            0.000155667        30.127237445                0.009592819             VM
4538           1            0.000156323        30.254139352                0.009633226             VM
4557           1            0.000155747        30.142720865                0.009597749             VM
4524           1            0.000157651        30.511035177                0.009715024             VM
4543           1            0.000156423        30.273433326                0.009639369             VM
4548           1            0.000156504        30.289116694                0.009644363             VM
4537           1            0.000156325        30.254564251                0.009633361             VM
4546           1            0.000156383        30.265759461                0.009636926             VM
4529           1            0.000156355        30.260402513                0.009635220             VM
4551           1            0.000156798        30.346047807                0.009662490             VM
4528           1            0.000156403        30.269510705                0.009638120             VM
4531           1            0.000156429        30.274600427                0.009639741             VM
4553           1            0.000156536        30.295289150                0.009646328             VM
4525           1            0.000156523        30.292863639                0.009645556             VM
4519           1            0.000158094        30.596916833                0.009742369             VM
4532           1            0.000156386        30.266355738                0.009637115             VM
4521           1            0.000158439        30.663539592                0.009763583             VM
4515           1            0.000159874        30.941319489                0.009852031             VM
4522           1            0.000157167        30.417416973                0.009685215             VM
4558          3           0.000020125          2.390980000                0.000769263             FX


================================================Flexe======================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
802           1            0.000000896        0.173409193                0.000055215             VM
753           1            0.000000932        0.180405958                0.000057443             VM
9           4            0.000020292        0.122736654                0.000059195             VM
28           3            0.000010934        0.132261650                0.000052602             VM
10           3            0.000011723        0.141800476                0.000056396             VM
806           4            0.000021806        0.131892486                0.000063611             VM
732           3            0.000010276        0.124302275                0.000049437             VM
754           1            0.000001202        0.232573772                0.000074054             VM
24           4            0.000021939        0.132697306                0.000063999             VM
755           4            0.000022192        0.134226950                0.000064736             VM
756           4            0.000021508        0.130086263                0.000062739             VM
736           4            0.000021335        0.129040391                0.000062235             VM
34           4            0.000020693        0.125162255                0.000060365             VM
23           2            0.000002910        0.140812989                0.000047070             VM
26           1            0.000000870        0.168444876                0.000053635             VM
29          4           0.000004278          0.244690000                0.000080996             FX
738          5           0.000008203          0.240090000                0.000083571             FX
35           2            0.000003437        0.166320975                0.000055596             VM
27           1            0.000000777        0.150415814                0.000047894             VM
811          5           0.000009123          0.267700000                0.000093158             FX
737          5           0.000007618          0.222540000                0.000077477             FX
36           2            0.000002956        0.143025927                0.000047809             VM
822          5           0.000008784          0.257520000                0.000089623             FX
733           3            0.000010759        0.130134912                0.000051756             VM
805          4           0.000004777          0.274600000                0.000090871             FX
803          4           0.000004300          0.245990000                0.000081425             FX
758           1            0.000000836        0.161828576                0.000051528             VM
30          5           0.000008625          0.252740000                0.000087964             FX
876           2            0.000005741        0.277779771                0.000092853             VM
734           1            0.000000829        0.160537583                0.000051117             VM
816          5           0.000008910          0.261290000                0.000090932             FX
760           2            0.000002826        0.136739593                0.000045708             VM
853           1            0.000001604        0.310460861                0.000098854             VM
731          5           0.000007788          0.227650000                0.000079252             FX
25          5           0.000008387          0.245610000                0.000085488             FX
867           1            0.000001813        0.350940593                0.000111743             VM
875           1            0.000001479        0.286243450                0.000091143             VM
2           3            0.000010628        0.128561960                0.000051131             VM
820          5           0.000008846          0.259370000                0.000090266             FX
804           2            0.000002690        0.130183208                0.000043516             VM
858           1            0.000001789        0.346279722                0.000110259             VM
752           1            0.000001011        0.195660760                0.000062300             VM
808          5           0.000008674          0.254230000                0.000088481             FX
869          2           0.000001635          0.344360000                0.000109500             FX
810          5           0.000008595          0.251840000                0.000087651             FX
863           1            0.000001573        0.304365754                0.000096913             VM
1          3           0.000002866          0.319920000                0.000103107             FX
865           2            0.000006508        0.314898856                0.000105261             VM
740          3           0.000002682          0.297820000                0.000095998             FX
817          4           0.000003685          0.209090000                0.000069241             FX
37           1            0.000000754        0.145895044                0.000046454             VM
751           4            0.000020254        0.122506491                0.000059084             VM
866          2           0.000001692          0.358140000                0.000113873             FX
873           2            0.000005809        0.281080428                0.000093957             VM
818          4           0.000004220          0.241170000                0.000079833             FX
874           3            0.000021689        0.262349926                0.000104340             VM
757           3            0.000010377        0.125516378                0.000049919             VM
759           3            0.000012285        0.148596374                0.000059099             VM
735           3            0.000012235        0.147996408                0.000058860             VM
807          4           0.000004971          0.286270000                0.000094724             FX
862           1            0.000001693        0.327686774                0.000104339             VM
871          3           0.000003052          0.342190000                0.000110270             FX
856          2           0.000001670          0.352910000                0.000112214             FX
814          5           0.000008629          0.252870000                0.000088009             FX
39           1            0.000000788        0.152451547                0.000048542             VM
821           1            0.000001747        0.338170244                0.000107677             VM
40           1            0.000000817        0.158212471                0.000050376             VM
852           1            0.000001695        0.327960683                0.000104426             VM
861           2            0.000006757        0.326943799                0.000109287             VM
38           4            0.000020488        0.123918881                0.000059765             VM
855          5           0.000011131          0.327940000                0.000114075             FX
864          3           0.000003061          0.343300000                0.000110627             FX
823          5           0.000008542          0.250260000                0.000087102             FX
813          5           0.000009047          0.265420000                0.000092366             FX
815          4           0.000004993          0.287560000                0.000095150             FX
826           2            0.000006478        0.313441846                0.000104774             VM
739           1            0.000000961        0.185995091                0.000059223             VM
33           2            0.000002674        0.129386358                0.000043250             VM
859           2            0.000006654        0.321976981                0.000107627             VM
819          4           0.000004249          0.242940000                0.000080418             FX
825           2            0.000006482        0.313654687                0.000104845             VM
812          5           0.000008482          0.248450000                0.000086474             FX
857           1            0.000002009        0.388879916                0.000123823             VM
870          3           0.000003074          0.344870000                0.000111132             FX
860          3           0.000003055          0.342560000                0.000110389             FX
824          4           0.000004092          0.233490000                0.000077298             FX
854          3           0.000003240          0.364750000                0.000117526             FX
872           2            0.000007886        0.381561588                0.000127544             VM
868          3           0.000003034          0.340130000                0.000109607             FX
809          5           0.000009499          0.278970000                0.000097071             FX
4525           2            0.000619330        29.967090036                0.010017089             VM
4544          4           0.000551714          33.090769110                0.010926001             FX
4524           2            0.000621575        30.075708556                0.010053397             VM
4556          5           0.001050233          31.500929110                0.010938266             FX
4551           2            0.000619889        29.994161164                0.010026138             VM
4516           2            0.000622325        30.112006991                0.010065530             VM
4527           1            0.000156475        30.283446959                0.009642557             VM
4528          5           0.001058302          31.742999110                0.011022320             FX
4513           1            0.000155335        30.062869842                0.009572323             VM
4557          5           0.001049671          31.484079110                0.010932416             FX
4548           1            0.000156504        30.289116694                0.009644363             VM
4550          4           0.000551729          33.091659110                0.010926295             FX
4535          4           0.000551888          33.101209110                0.010929448             FX
4549           2            0.000619440        29.972432960                0.010018875             VM
4539           1            0.000156506        30.289482587                0.009644479             VM
4537           1            0.000156325        30.254564251                0.009633361             VM
4534           2            0.000619258        29.963591482                0.010015919             VM
4523           1            0.000157015        30.388116912                0.009675885             VM
4555           1            0.000155667        30.127237445                0.009592819             VM
4553           1            0.000156536        30.295289150                0.009646328             VM
4529           1            0.000156355        30.260402513                0.009635220             VM
4532          5           0.001059346          31.774329110                0.011033199             FX
4526           2            0.000621266        30.060762004                0.010048400             VM
4533           2            0.000618986        29.950452191                0.010011527             VM
4545          5           0.001059255          31.771579110                0.011032244             FX
4536           2            0.000619377        29.969360402                0.010017848             VM
4552           1            0.000156402        30.269409456                0.009638088             VM
4542           2            0.000619369        29.968966878                0.010017716             VM
4520           2            0.000620781        30.037291677                0.010040555             VM
4547          4           0.000552842          33.158449110                0.010948348             FX
4530          4           0.000552293          33.125489110                0.010937465             FX
4521           2            0.000623125        30.150733299                0.010078475             VM
4522           1            0.000157167        30.417416973                0.009685215             VM
4541           1            0.000156816        30.349441717                0.009663571             VM
4540           2            0.000618956        29.948999928                0.010011042             VM
4514           1            0.000159839        30.934514733                0.009849864             VM
4538           1            0.000156323        30.254139352                0.009633226             VM
4543           1            0.000156423        30.273433326                0.009639369             VM
4518           2            0.000622061        30.099254726                0.010061267             VM
4515           1            0.000159874        30.941319489                0.009852031             VM
4554           1            0.000155875        30.167489936                0.009605636             VM
4531           1            0.000156429        30.274600427                0.009639741             VM
4517           2            0.000622756        30.132880831                0.010072508             VM
4546           2            0.000619022        29.952170300                0.010012101             VM
4519          5           0.001074577          32.231259110                0.011191859             FX
4558          3           0.000020125          2.390980000                0.000769263             FX


============================================================================================================
