
Max Financial Cost: 0.035650

Max Runtime:        1839.265194

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.005390           0.014686

Tempo Melhor:             1001.517531           1021.942595

Custo Normalizado Melhor: 0.524854           0.548442

Custo Normalizado Médio:  0.524857           0.550991

Tempo CPU Médio:          602.744501 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1347           4            0.000020591        0.124541202                0.000093206             VM
1413           1            0.000000931        0.180116240                0.000094337             VM
1398           4            0.000019923        0.120499935                0.000090181             VM
1367           1            0.000000880        0.170257412                0.000089174             VM
1315           4            0.000019421        0.117463014                0.000087909             VM
871           1            0.000000685        0.132485728                0.000069390             VM
760           3            0.000010350        0.125187958                0.000079176             VM
1345          4           0.000003767          0.213990000                0.000115811             FX
815          5           0.000007494          0.218830000                0.000123539             FX
1389           4            0.000018171        0.109904313                0.000082252             VM
863           2            0.000002757        0.133401907                0.000072770             VM
1540           1            0.000001344        0.260091456                0.000136225             VM
1599           1            0.000001127        0.218174301                0.000114270             VM
1372           3            0.000009438        0.114156478                0.000072199             VM
1358          3           0.000002193          0.239180000                0.000126615             FX
858           3            0.000010206        0.123456778                0.000078081             VM
1365          3           0.000002282          0.249880000                0.000132267             FX
1639           1            0.000001182        0.228699185                0.000119783             VM
1331           3            0.000010061        0.121702846                0.000076972             VM
733          5           0.000007480          0.218410000                0.000123302             FX
1438           1            0.000001337        0.258782431                0.000135539             VM
1330           3            0.000009994        0.120884897                0.000076455             VM
740          5           0.000007810          0.228310000                0.000128879             FX
1351           1            0.000000682        0.132023050                0.000069148             VM
1627          4           0.000004462          0.255730000                0.000138346             FX
1614           1            0.000001156        0.223664708                0.000117146             VM
1431          5           0.000007295          0.212860000                0.000120176             FX
1636          3           0.000002501          0.276060000                0.000146095             FX
1341          3           0.000002188          0.238570000                0.000126293             FX
1342           3            0.000010155        0.122830844                0.000077686             VM
808          5           0.000007794          0.227810000                0.000128597             FX
36           1            0.000000664        0.128493879                0.000067300             VM
1313          4           0.000004734          0.272060000                0.000147162             FX
821           4            0.000021475        0.129888850                0.000097208             VM
1497           1            0.000001322        0.255904587                0.000134032             VM
26           2            0.000005620        0.271913651                0.000148328             VM
1437          4           0.000004368          0.250060000                0.000135284             FX
1532           2            0.000005345        0.258625868                0.000141080             VM
1562           2            0.000005461        0.264246152                0.000144145             VM
1426          5           0.000008765          0.256940000                0.000145005             FX
1590           3            0.000018152        0.219565472                0.000138866             VM
1573           2            0.000004211        0.203752151                0.000111146             VM
864           3            0.000009545        0.115456559                0.000073022             VM
1370           4            0.000019429        0.117512058                0.000087945             VM
1630          3           0.000002669          0.296260000                0.000156765             FX
1436          5           0.000007831          0.228930000                0.000129228             FX
1635           1            0.000001135        0.219665107                0.000115051             VM
1548           2            0.000005441        0.263285843                0.000143622             VM
874           1            0.000000767        0.148498482                0.000077777             VM
1361           4            0.000019468        0.117751928                0.000088125             VM
1409           4            0.000019201        0.116133202                0.000086913             VM
824          4           0.000004069          0.232130000                0.000125604             FX
1632          3           0.000002453          0.270320000                0.000143063             FX
1607           2            0.000005704        0.275989158                0.000150551             VM
814          5           0.000009247          0.271420000                0.000153161             FX
1516           1            0.000001348        0.260879887                0.000136638             VM
759           3            0.000010936        0.132277054                0.000083660             VM
1559           2            0.000005597        0.270816079                0.000147729             VM
1339           1            0.000000925        0.178954605                0.000093729             VM
1615          3           0.000002486          0.274320000                0.000145176             FX
1534          3           0.000002654          0.294490000                0.000155830             FX
1435          5           0.000007524          0.219720000                0.000124040             FX
1546          4           0.000005145          0.296680000                0.000160454             FX
1542          3           0.000002717          0.302080000                0.000159839             FX
1638           3            0.000018369        0.222190139                0.000140526             VM
1568           2            0.000005425        0.262507239                0.000143197             VM
1514           2            0.000005434        0.262932221                0.000143429             VM
1492           3            0.000020436        0.247193663                0.000156340             VM
1610           2            0.000004644        0.224727783                0.000122588             VM
753           2            0.000002950        0.142730153                0.000077859             VM
1418           1            0.000001576        0.305052747                0.000159774             VM
1543           1            0.000001357        0.262712459                0.000137598             VM
1552           2            0.000005674        0.274532640                0.000149757             VM
1619           1            0.000001221        0.236299615                0.000123764             VM
1571           3            0.000021940        0.265382861                0.000167844             VM
1566          5           0.000009857          0.289710000                0.000163463             FX
1434           2            0.000006192        0.299625686                0.000163445             VM
1637           1            0.000001210        0.234193766                0.000122661             VM
1555           3            0.000022154        0.267974709                0.000169483             VM
1531          5           0.000010807          0.318220000                0.000179522             FX
1414          4           0.000005707          0.330410000                0.000178664             FX
1429          5           0.000009390          0.275690000                0.000155566             FX
9585           2            0.000448558        21.704091360                0.011839507             VM
9608          4           0.000393880          23.620728302                0.012752782             FX
9568           2            0.000449219        21.736028702                0.011856928             VM
9581          4           0.000397745          23.852668302                0.012878003             FX
9579           2            0.000448616        21.706891627                0.011841034             VM
9571           2            0.000449298        21.739865644                0.011859021             VM
9583           1            0.000112796        21.830081277                0.011433668             VM
9580          4           0.000399516          23.958898302                0.012935355             FX
9602           1            0.000112423        21.757932657                0.011395879             VM
9600          4           0.000393959          23.625498302                0.012755357             FX
9589           1            0.000112796        21.830162815                0.011433710             VM
9609          4           0.000393631          23.605838302                0.012744743             FX
9606          4           0.000393719          23.611068302                0.012747566             FX
9587           2            0.000448581        21.705159948                0.011840089             VM
9576           1            0.000112799        21.830636364                0.011433958             VM
9598           1            0.000112449        21.762922483                0.011398493             VM
9588           2            0.000448502        21.701372397                0.011838023             VM
9586           1            0.000112826        21.835970781                0.011436752             VM
9604           1            0.000112425        21.758290904                0.011396067             VM
9575           1            0.000112809        21.832597484                0.011434985             VM
9595           1            0.000112458        21.764577075                0.011399359             VM
9590          4           0.000399585          23.963078302                0.012937612             FX
9572           2            0.000449209        21.735588150                0.011856688             VM
9596           2            0.000447859        21.670267028                0.011821055             VM
9599          5           0.000765422          22.956608302                0.012930853             FX
9591           2            0.000448507        21.701618050                0.011838157             VM
9594           1            0.000112472        21.767283349                0.011400777             VM
9577           2            0.000448492        21.700862879                0.011837745             VM
9584           2            0.000448798        21.715666045                0.011845820             VM
9582          4           0.000397579          23.842698302                0.012872620             FX
9607          4           0.000393791          23.615408302                0.012749909             FX
9573           2            0.000449351        21.742453025                0.011860433             VM
9593           1            0.000112838        21.838158077                0.011437898             VM
9592           1            0.000112805        21.831758215                0.011434546             VM
9603           2            0.000447918        21.673097759                0.011822600             VM
9567           1            0.000113207        21.909552795                0.011475291             VM
9601           1            0.000112452        21.763593999                0.011398844             VM
9574           1            0.000112748        21.820817749                0.011428816             VM
9569           2            0.000449238        21.736951169                0.011857431             VM
9565           1            0.000114225        22.106649313                0.011578522             VM
9597           1            0.000112449        21.762829954                0.011398444             VM
9578           1            0.000112765        21.823998424                0.011430482             VM
9566           2            0.000449321        21.740989177                0.011859634             VM
9605           2            0.000447971        21.675677371                0.011824007             VM
9570          4           0.000401709          24.090478302                0.013006393             FX
9610          5           0.000068442          2.047270000                0.001153429             FX


============================================================================================================
